age,sibsp,parch,fare,0,1,2,3,4,5,6,7,survived
2.301222224488624,-0.5348937432683127,-0.47455601305977513,4.246849673215561,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
-1.12759879030504,8.541408510926635,1.9931352548510555,0.6447734001569454,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
-0.27039353660662396,-0.5348937432683127,-0.47455601305977513,0.4017016809335711,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1
-0.12131436205037774,-0.5348937432683127,-0.47455601305977513,0.4017016809335711,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
0.17684398706211477,-0.5348937432683127,-0.47455601305977513,0.4017016809335711,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1
0.17684398706211477,-0.5348937432683127,-0.47455601305977513,0.4017016809335711,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1
-0.12131436205037774,-0.5348937432683127,-0.47455601305977513,0.4017016809335711,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1
-0.12131436205037774,-0.5348937432683127,-0.47455601305977513,0.4017016809335711,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1
-0.12131436205037774,-0.5348937432683127,-0.47455601305977513,0.4017016809335711,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1
-0.12131436205037774,-0.5348937432683127,-0.47455601305977513,0.4017016809335711,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
-1.463026933056594,5.13779516560353,1.9931352548510555,0.22302603605884444,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
-1.0157894093878552,5.13779516560353,1.9931352548510555,0.22302603605884444,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
-2.1338832185597023,5.13779516560353,1.9931352548510555,0.22302603605884444,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
-1.537566520334717,5.13779516560353,1.9931352548510555,0.22302603605884444,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
-1.3884873457784708,5.13779516560353,1.9931352548510555,0.22302603605884444,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
-1.1648685839441015,5.13779516560353,1.9931352548510555,0.22302603605884444,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
0.9967794471214692,0.5996440385060557,6.928517790672716,0.22302603605884444,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
0.7731606852870998,0.5996440385060557,6.928517790672716,0.22302603605884444,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
-0.5685518857191165,-0.5348937432683127,-0.47455601305977513,0.08872789638742928,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
-2.1338832185597023,4.003257383829162,0.7592896208956402,0.08872789638742928,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
-2.059343631281579,4.003257383829162,0.7592896208956402,0.08872789638742928,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
-1.6866456948909634,4.003257383829162,0.7592896208956402,0.08872789638742928,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
-1.1648685839441015,4.003257383829162,0.7592896208956402,0.08872789638742928,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
-1.0157894093878552,4.003257383829162,0.7592896208956402,0.08872789638742928,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
0.8477002725652228,-0.5348937432683127,5.6946721567173,0.08872789638742928,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
-1.537566520334717,1.7341818202804242,1.9931352548510555,-0.010191877200701478,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
-0.6430914729972396,1.7341818202804242,1.9931352548510555,-0.010191877200701478,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
-0.866710234831609,1.7341818202804242,1.9931352548510555,-0.010191877200701478,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
1.3694773835120848,0.5996440385060557,3.226980888806471,-0.010191877200701478,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
-1.0157894093878552,0.5996440385060557,3.226980888806471,-0.010191877200701478,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
-1.8357248694472097,4.003257383829162,1.9931352548510555,-0.06581970281849737,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1
-1.9848040440034558,4.003257383829162,1.9931352548510555,-0.06581970281849737,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1
-1.8357248694472097,4.003257383829162,1.9931352548510555,-0.06581970281849737,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
-1.537566520334717,4.003257383829162,1.9931352548510555,-0.06581970281849737,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
-1.2394081712222247,4.003257383829162,1.9931352548510555,-0.06581970281849737,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
0.6240815107308535,0.5996440385060557,5.6946721567173,-0.06581970281849737,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1
0.7731606852870998,0.5996440385060557,5.6946721567173,-0.06581970281849737,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
-2.059343631281579,4.003257383829162,1.9931352548510555,-0.06791447449448133,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
-1.7611852821690865,4.003257383829162,1.9931352548510555,-0.06791447449448133,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
-1.537566520334717,4.003257383829162,1.9931352548510555,-0.06791447449448133,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
-1.3884873457784708,4.003257383829162,1.9931352548510555,-0.06791447449448133,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
-1.9102644567253326,4.003257383829162,1.9931352548510555,-0.06791447449448133,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
0.6986210980089766,0.5996440385060557,5.6946721567173,-0.06791447449448133,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
0.6986210980089766,0.5996440385060557,5.6946721567173,-0.06791447449448133,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
-2.059343631281579,4.003257383829162,0.7592896208956402,-0.10794788874661894,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
-1.9102644567253326,4.003257383829162,0.7592896208956402,-0.10794788874661894,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
-1.6866456948909634,4.003257383829162,0.7592896208956402,-0.10794788874661894,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
-1.6121061076128402,4.003257383829162,0.7592896208956402,-0.10794788874661894,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
-1.463026933056594,4.003257383829162,0.7592896208956402,-0.10794788874661894,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
0.6986210980089766,-0.5348937432683127,5.6946721567173,-0.10794788874661894,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
-2.059343631281579,2.868719602054793,1.9931352548510555,-0.13075762477399971,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
-1.537566520334717,2.868719602054793,1.9931352548510555,-0.13075762477399971,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
-1.9102644567253326,2.868719602054793,1.9931352548510555,-0.13075762477399971,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
-1.463026933056594,2.868719602054793,1.9931352548510555,-0.13075762477399971,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
1.1458586216777153,0.5996440385060557,4.460826522761886,-0.13075762477399971,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
0.7731606852870998,0.5996440385060557,4.460826522761886,-0.13075762477399971,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
-0.12131436205037774,2.868719602054793,0.7592896208956402,-0.17606613961108178,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
-0.12131436205037774,2.868719602054793,0.7592896208956402,-0.17606613961108178,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
-0.12131436205037774,2.868719602054793,0.7592896208956402,-0.17606613961108178,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
-0.12131436205037774,2.868719602054793,0.7592896208956402,-0.17606613961108178,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
-0.12131436205037774,-0.5348937432683127,4.460826522761886,-0.17606613961108178,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
